,Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant
234,True,mp-600022,SiO2,Orthorhombic,Pmmn,59,96,0.021769523055557002,-3.251061820833333,False,2158.080011234513,1.479423592219989,5.7440999999999995,True,False,NM,0.00018989999999900002,,,,,,,,,,,,,,,
235,True,mp-600023,SiO2,Cubic,Fm-3m,225,30,0.022853508888889002,-3.249977835,False,626.0940127158256,1.593567827712083,5.5462,True,False,NM,0.0,,,,,,,,,,,,,,,
236,True,mp-600024,SiO2,Orthorhombic,Pnma,62,96,0.024050721805556,-3.248780622083333,False,1941.3989000548418,1.6445432633285861,5.882899999999999,True,False,NM,8e-05,,,,,,,,,,,,,,,
237,True,mp-600026,SiO2,Orthorhombic,Pnnm,58,36,0.0549055275,-3.217925816388888,False,578.7469672245207,2.068724328157123,5.380199999999999,True,False,NM,0.0,,,,,,,,,,,,,,,
238,True,mp-600027,SiO2,Orthorhombic,Cmcm,63,72,0.017142842222222,-3.255688501666667,False,1480.2383887963422,1.6176690727742562,5.7489,True,False,NM,0.0,,,,,,,,,,,,,,,
239,True,mp-600028,SiO2,Cubic,Ia-3d,230,72,0.022316529861111,-3.250514814027779,False,1239.2206380103078,1.93229178763009,5.6883,True,False,NM,0.0,,,,,,,,,,,,,,,
240,True,mp-600029,SiO2,Orthorhombic,Cmcm,63,72,0.016784315277778003,-3.256047028611111,False,1264.5537461228737,1.89358172337925,5.485200000000001,False,False,NM,0.0,,,,,,,,,,,,,,,
241,True,mp-600031,SiO2,Orthorhombic,Imma,74,60,0.016952026722224,-3.255879317166667,False,1052.176980050616,1.8964932605522362,5.6567,True,False,NM,0.0,,,,,,,,,,,,,,,
242,True,mp-600032,SiO2,Orthorhombic,Cmcm,63,72,0.02155678277778,-3.25127456111111,False,1583.6908623835047,1.5119970183355012,5.756600000000001,True,False,NM,0.0,,,,,,,,,,,,,,,
243,True,mp-600033,SiO2,Cubic,Im-3m,229,36,0.014101807777779002,-3.258729536111111,False,714.3344596364926,1.676060723087305,5.6213,True,False,NM,0.0,,,,,,,,,,,,,3.22940798333333,1.337372453333333,1.892035529999996
244,False,mp-600037,SiO2,Orthorhombic,Imma,74,48,0.022893965555557002,-3.249937378333333,False,952.9750287866326,1.6751301902337432,5.4615,True,False,NM,0.0,,,,,,,,,,,,,,,
245,True,mp-600038,SiO2,Orthorhombic,Pmma,51,30,0.036608701555557004,-3.236222642333333,False,613.0127415629973,1.627573471382024,5.8012999999999995,False,False,NM,0.0,,,,,,,,,,,,,3.003750979999999,1.154232913333332,1.8495180666666662
246,True,mp-600039,SiO2,Orthorhombic,Cmcm,63,72,0.040176569444444005,-3.232654774444445,False,1294.2200722453572,1.850176730557679,5.5527,False,False,NM,0.0,,,,,,,,,,,,,,,
247,True,mp-600041,SiO2,Orthorhombic,Cmce,64,48,0.021094520347222003,-3.251736823541667,False,882.4206493200877,1.8090660531225842,5.4636,True,False,NM,0.0,,,,,,,,,,,,,,,
248,True,mp-600045,SiO2,Orthorhombic,Cmce,64,48,0.022509315972223002,-3.250322027916667,False,895.681578572942,1.782282096057818,5.4221,True,False,NM,8e-07,,,,,,,,,,,,,,,
249,True,mp-600049,SiO2,Orthorhombic,C222_1,20,48,0.036158083680556,-3.236673260208333,False,869.6048947657621,1.835727065093574,5.8275999999999994,False,False,NM,0.0,,,,,,,,,,,,,,,
250,True,mp-600050,SiO2,Orthorhombic,Pmna,53,72,0.070093447638889,-3.20273789625,False,1458.9397506971623,1.641284954190052,5.9005,True,False,NM,1.48e-05,,,,,,,,,,,,,,,
251,True,mp-600051,SiO2,Orthorhombic,Cmce,64,72,0.021672997638891002,-3.251158346249999,False,1322.3482787768937,1.810820870961366,5.6808,True,False,NM,0.0,,,,,,,,,,,,,,,
252,True,mp-600052,SiO2,Orthorhombic,Cmcm,63,60,0.015849241555557,-3.256982102333334,False,1046.5051767377715,1.9067717923713712,5.4986999999999995,False,False,NM,0.0,,,,,,,,,,,,,,,
253,True,mp-600053,SiO2,Orthorhombic,Pmmn,59,84,0.022912114603174,-3.249919229285715,False,1643.0296636756882,1.7002889442386242,5.7235,True,False,NM,0.0,,,,,,,,,,,,,,,
254,False,mp-600054,SiO2,Tetragonal,P4_122,91,192,0.02394328654514,-3.248888057343749,False,4278.914684464813,1.492301070694541,5.8369,True,False,NM,5.6500000000000025e-05,,,,,,,,,,,,,,,
255,True,mp-600055,SiO2,Orthorhombic,Amm2,38,84,0.019012594841269003,-3.25381874904762,False,1605.9508493692322,1.739545872964373,5.6413,False,False,NM,0.0,,,,,,,,,,,,,,,
256,True,mp-600057,SiO2,Orthorhombic,Imma,74,72,0.02447287763889,-3.2483584662499982,False,1398.8865361084195,1.711744162289551,5.7256,True,False,NM,0.0,,,,,,,,,,,,,,,
257,True,mp-600059,SiO2,Tetragonal,P-4,81,51,0.013408811241831001,-3.259422532647059,False,853.466159108571,1.9873424982774281,5.979699999999999,True,False,NM,0.0,,,,,,,,,,,,0.051098178538965006,3.5799859400000003,1.510044583333333,2.069941356666666
258,True,mp-600060,SiO2,Orthorhombic,Pnma,62,144,0.017455431875001003,-3.255375912013888,False,2768.7842909639658,1.729665882390115,5.8577,True,False,NM,6.71e-05,,,,,,,,,,,,,,,
259,True,mp-600061,SiO2,Orthorhombic,Pmma,51,72,0.021514937222223002,-3.251316406666667,False,1365.4983731097677,1.753598472941241,5.7108,False,False,NM,0.0,,,,,,,,,,,,,,,
260,True,mp-600063,SiO2,Orthorhombic,Cmcm,63,72,0.017435030138887,-3.2553963137500013,False,1397.0743997465818,1.71396445480884,5.9181,False,False,NM,0.0,,,,,,,,,,,,,,,
261,True,mp-600065,SiO2,Orthorhombic,Cmce,64,72,0.025134043749999002,-3.24769730013889,False,1217.3581948699555,1.9669936687326732,5.3161,False,False,NM,0.0,,,,,,,,,,,,,,,
262,True,mp-600067,SiO2,Tetragonal,I-4m2,119,84,0.033440892103175,-3.239390451785713,False,2035.532534198896,1.372429634637766,5.8489,False,False,NM,0.000149,,,,,,,,,,,,,,,
263,True,mp-600068,SiO2,Orthorhombic,Cccm,66,60,0.039130699222223,-3.233700644666667,False,1241.791497509309,1.606909497751042,5.666399999999999,False,False,NM,0.0,,,,,,,,,,,,,,,
264,True,mp-600070,SiO2,Orthorhombic,Pbcm,57,96,0.023050382743056003,-3.249780961145833,False,1852.5551971871892,1.723411257794827,5.8759999999999994,False,False,NM,0.0114507,,,,,,,,,,,,,,,
265,True,mp-600071,SiO2,Orthorhombic,Fmm2,42,36,0.021457802499998003,-3.2513735413888902,False,663.6746252871601,1.803998352997875,5.5552,False,False,NM,0.0,,,,,,,,,,,,,,,
266,True,mp-600072,SiO2,Tetragonal,P4/nmm,129,144,0.019608898263889,-3.253222445625,False,3242.788210703574,1.476837650997569,5.8422,False,False,NM,0.000324299999999,,,,,,,,,,,,,,,
267,True,mp-600076,SiO2,Tetragonal,P4/nnc,126,120,0.033813850638889004,-3.239017493250001,False,2133.7929352544,1.870328201584651,5.5245,False,False,NM,0.0189394,,,,,,,,,,,,,,,
268,True,mp-600078,SiO2,Tetragonal,I4_1/amd,141,54,0.029253905925925004,-3.243577437962964,False,1101.828546620185,1.629928632658534,5.623200000000001,False,False,NM,3.9800000000000005e-05,,,,,,,,,,,,,,,
269,False,mp-600080,SiO2,Tetragonal,P4_2/mmc,131,192,0.028101169461807,-3.244730174427083,False,4376.473774077263,1.459035126146446,5.6971,True,False,NM,0.000117,,,,,,,,,,,,,,,
270,True,mp-600083,SiO2,Orthorhombic,Pmmn,59,180,0.020298499611111003,-3.252532844277778,False,3640.2366403069836,1.644491896059197,5.8262,False,False,NM,0.000295499999999,,,,,,,,,,,,,,,
271,True,mp-600084,SiO2,Orthorhombic,Ibam,72,96,0.019550253472223,-3.253281090416666,False,1733.0763040637034,1.8422238392115031,5.5358,False,False,NM,0.0019284999999990002,,,,,,,,,,,,,,,
272,True,mp-600085,SiO2,Tetragonal,I4/mmm,139,96,0.023797548888889002,-3.249033795,False,2156.4726722266673,1.480526288896616,5.6023,False,False,NM,0.0031477999999990004,,,,,,,,,,,,,,,
273,True,mp-600091,SiO2,Orthorhombic,Imm2,44,54,0.01870847037037,-3.254122873518519,False,1020.7816625586802,1.759339888527376,5.697,False,False,NM,0.0,,,,,,,,,,,,,,,
274,True,mp-600096,SiO2,Cubic,I-43m,217,72,0.14443482736111302,-3.128396516527777,False,2889.8868271263755,0.8285915695425691,6.145300000000001,False,False,NM,0.001026499999999,,,,,,,,,,,,,,,
275,True,mp-600098,SiO2,Orthorhombic,Cmcm,63,96,0.017944371701391,-3.254886972187499,False,1996.4611866735024,1.5991868531330722,5.7534,True,False,NM,1.1200000000000001e-05,,,,,,,,,,,,,,,
276,True,mp-600109,SiO2,Tetragonal,P4_2/ncm,138,180,0.030307025,-3.242524318888889,False,3496.3129113160967,1.712186468021019,5.5665,True,False,NM,1.7800000000000002e-05,,,,,,,,,,,,,,,
277,True,mp-600111,SiO2,Orthorhombic,Cmcm,63,96,0.02470634576389,-3.248124998124999,False,1979.030182178365,1.613272253889742,5.540699999999999,True,False,NM,0.0002073,,,,,,,,,,,,,,,
278,True,mp-604717,SiO2,Tetragonal,P4_12_12,92,36,0.18102254416666502,-3.086161349166667,False,908.4276851127072,1.317956234233412,5.1726,False,False,NM,0.0013188,,,,,,,,,,,,,,,
