avg_m_o_distance,std_m_o_distance,avg_m_o_m_angle,std_m_o_m_angle,min_m_o_m_angle,max_m_o_m_angle,coordination_mean,atomic_number_mean,electronegativity_mean,oxidation_state_mean,volume_per_atom,band_gap,is_metallic
2.0925434861342525,3.777904776719716e-08,0.0,0.0,0.0,0.0,1.0,22.0,1.5399999999999998,0.0,15.251060283271727,0.0,1
2.0908700671438294,1.6782288088461778e-06,0.0,0.0,0.0,0.0,1.0,22.0,1.5399999999999998,0.0,15.244147036126042,0.0,1
2.11529254753513,0.0016371665861297632,89.02964121139168,0.0037688057909271134,89.02454984546429,89.03609616611328,2.0,22.0,1.5399999999999998,0.0,13.546465708500167,0.0,1
2.145568911386409,0.0,87.00931502521007,1.4134984045329692e-05,87.00929536517327,87.009327987141,3.0,22.0,1.54,0.0,12.14818704269804,0.0,1
2.7554447995289326,0.0042613207851265305,100.08391555669658,0.15609378807527255,99.77477881234714,100.28789678177503,3.0,37.0,0.82,1.0,30.638140108034357,0.7837000000000001,0
1.585219984134523,1.5700924586837752e-16,108.40792689197637,4.521279441242196e-05,108.4078629514293,108.40795886224988,3.0,5.0,2.04,0.0,9.670543849599689,0.0,1
2.345554109516938,6.280369834735101e-16,86.54019920196747,2.4144882767507654e-05,86.5401650559468,86.54021627497782,3.0,47.0,1.93,1.0,14.889216100511904,0.0,1
2.1331449804348526,0.020210020379628983,106.74245690869357,33.64399129269717,74.21216707258587,180.0,6.0,12.0,1.31,2.0,9.701114877033275,3.8943000000000003,0
2.480607297615293,4.440892098500626e-16,108.0,36.497428566807166,83.28599050306251,180.0,6.0,35.0,2.96,0.0,14.923031419956976,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.98,0.0,14.146833291232587,0.6031999999999991,0
1.4905301607593457,7.026446311082983e-08,0.0,0.0,0.0,0.0,3.5,5.0,2.0399999999999996,0.0,7.3167568470321465,1.856399999999999,0
2.542878657689781,0.0010431106167352322,88.26353176684195,0.045602962957751375,88.21790512510125,88.30914657750488,3.0,81.0,1.62,1.0,23.757085463444383,0.5717000000000001,0
2.3774379429373274,0.043429482135023005,108.67242260032864,1.521203021763483,107.10369384927083,110.73171200321967,3.5,11.0,0.93,1.0,16.50036670567017,1.0889,0
2.8034729238642715,3.552713678800501e-15,100.9524108184291,4.350346523673078e-06,100.9524077422694,100.95241697074837,3.0,37.0,0.82,1.0,32.06927640269519,0.4534,0
2.199877576878448,2.526824321658072e-05,107.99999995070736,36.11448100200166,86.78383303241016,180.0,6.0,23.0,1.63,2.0,10.594197298142962,0.783199999999999,0
2.858819584113704,0.0,94.48042979569512,2.0325204877579714e-05,94.48041045253679,94.48045788065528,3.0,55.0,0.79,1.0,34.07412617072435,0.583199999999999,0
2.2702170552668997,1.9097626211043263e-07,133.4987077120417,5.9290921890475745e-06,133.49869977061667,133.49871401331805,2.0,40.0,1.33,0.0,17.978815973350795,0.0,1
2.1598510616143813,8.26591696942809e-08,131.99297940342692,5.494614811227492e-07,131.99297901489896,131.9929801804828,2.0,24.0,1.66,0.0,15.34047704301927,0.0,1
2.76596224841553,0.05311102574636564,86.60640432571635,3.7808793925175938e-06,86.60639911047429,86.60640795486137,3.0,37.0,0.82,0.0,68.90206654676733,0.0,1
