Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant,Si_frac,O_frac,C_frac,N_frac
True,mp-1079297,Si,Monoclinic,C2/m,12,8,0.08220610625,0.08220610625,False,167.23079840226276,2.231027796342244,0.2735,False,False,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1204046,Si,Tetragonal,P4_2/nmc,137,106,0.178885465377357,0.178885465377357,False,2445.0737122623686,2.021832466823777,0.1508,False,False,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-1056579,Si,Tetragonal,I4/mmm,139,1,0.484072130000001,0.484072130000001,False,13.978871817111228,3.336254210293773,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-999200,Si,Tetragonal,I4/mmm,139,4,0.116633199999999,0.116633199999999,False,85.03542034009838,2.193771478683577,0.439799999999999,False,False,NM,0.0,,,,,,,0.294,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-92,Si,Tetragonal,I4_1/amd,141,2,0.2887398,0.2887398,False,29.899999100890987,3.119536545645218,0.0,False,True,NM,0.0,,,,,,,0.454,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-571520,Si,Trigonal,R-3,148,8,0.196941035,0.196941035,False,144.98047197598677,2.573426300486528,0.0,False,True,NM,0.0,,,,,,,0.222,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1199894,Si,Monoclinic,C2/c,15,82,0.128874325731707,0.128874325731708,False,1873.17465786331,2.041582038415872,0.998499999999999,False,False,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1202745,Si,Trigonal,P-3m1,164,58,0.144239747241378,0.144239747241379,False,1367.625529316279,1.977844080420144,0.8932000000000001,False,False,NM,3e-07,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1094057,Si,Trigonal,R-3m,166,9,0.51774973,0.517749729999999,False,125.36847831882837,3.3479997143102542,0.0,False,True,NM,2e-07,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1268191,Si,Hexagonal,P6/m,175,6,0.360044475,0.360044474999999,False,97.67866774258871,2.864723958637294,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1196961,Si,Hexagonal,P6/mmm,191,40,0.110459006499999,0.110459006499999,False,926.9934990971336,2.012401165721983,1.1285,False,False,NM,3e-07,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-34,Si,Hexagonal,P6/mmm,191,1,0.30530073,0.30530073,False,14.667926068037133,3.1795272036870372,0.0,False,True,NM,0.0,,,,,,,3.237,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1120747,Si,Hexagonal,P6_3/mmc,194,6,0.453742336666666,0.453742336666665,False,95.33915194426096,2.935021069765347,0.0,False,True,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-10649,Si,Hexagonal,P6_3/mmc,194,2,0.512949795,0.512949795,False,27.728754656287357,3.363805589763085,0.0,False,True,NM,0.0,,,,,,,0.392,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1203790,Si,Hexagonal,P6_3/mmc,194,68,0.084393196617646,0.084393196617646,False,1579.409195104524,2.00791585028713,1.359999999999999,False,False,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-165,Si,Hexagonal,P6_3/mmc,194,4,0.01360687,0.01360687,False,80.50275361604727,2.317290669455944,0.438899999999999,False,False,NM,0.0,,,,,,,0.215,1.375823260806916,0.079285057368397,5.080465662546906,4.574373169228084,,12.747945546666664,1.033333333333332e-07,12.74794544333333,1.0,0.0,0.0,0.0
True,mp-1201492,Si,Cubic,Pa-3,205,232,0.121153145431033,0.121153145431034,False,5494.177180471114,1.969321314939992,1.010699999999999,True,False,NM,0.0022583,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-168,Si,Cubic,Ia-3,206,8,0.160020518749998,0.160020518749998,False,147.41491670461855,2.53092813115747,0.0,False,True,NM,4.08e-05,,,,,,,0.006,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-971661,Si,Cubic,I-43m,217,23,0.107477384565216,0.107477384565217,False,507.626854956001,2.113073015134004,1.372199999999999,False,False,NM,0.0,,,,,,,0.011,,,,,0.00192,12.126625089999996,0.08412862,12.042496469999996,1.0,0.0,0.0,0.0
True,mp-1200830,Si,Cubic,I-43m,217,41,0.143261035243901,0.143261035243902,False,959.8719531108836,1.9920572342568272,1.073499999999999,True,False,NM,2e-07,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-971662,Si,Cubic,Pm-3n,223,46,0.091849948260868,0.091849948260869,False,1055.1208729391324,2.033231711125001,1.4428,False,False,NM,0.0,,,,,,,0.012,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-27,Si,Cubic,Fm-3m,225,1,0.53156601,0.53156601,False,13.953929284682244,3.342217736920136,0.0,False,True,NM,0.0,,,,,,,-7.15,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-16220,Si,Cubic,Fd-3m,227,34,0.393193089411763,0.393193089411763,False,790.4309054414421,2.00607082485501,0.5334000000000001,False,False,NM,0.0,,,,,,,0.069,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-149,Si,Cubic,Fd-3m,227,2,0.0,0.0,True,40.32952684741405,2.312800253345134,0.6105,False,False,NM,0.0,,,,,,,0.227,1.327373927713924,0.046483676566591,5.080957776573802,4.727598156108368,,13.003383160000023,0.0,13.003383160000023,1.0,0.0,0.0,0.0
True,mp-1014212,Si,Cubic,Im-3m,229,1,0.525495500000001,0.525495500000001,False,13.86299777852534,3.364140332420601,0.0,False,True,NM,0.0,,,,,,,4.609,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1072544,Si,Cubic,Im-3m,229,6,0.222398608333332,0.222398608333332,False,148.51509825534572,1.88413449553028,0.1444,False,False,NM,1e-07,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-1095269,Si,Orthorhombic,Cmcm,63,12,0.110548318333332,0.110548318333332,False,259.7236794724789,2.154770179587084,0.5013000000000001,False,False,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1204627,Si,Orthorhombic,Cmcm,63,46,0.129134094565216,0.129134094565216,False,1069.7973346059107,2.005337972467486,1.521599999999999,False,False,NM,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1001113,Si,Orthorhombic,Cmcm,63,4,0.489827962499999,0.489827962499999,False,61.42328594825708,3.037093781943305,0.0,False,True,NM,9.76e-05,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-2351841,Si,Orthorhombic,Cmcm,63,4,0.4488338825,0.4488338825,False,62.2307709707008,2.997685500438472,0.0,False,True,NM,4.999999999999999e-06,,,,,,,-3.949,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-1079649,Si,Orthorhombic,Cmce,64,8,0.427911783749999,0.427911783749999,False,116.89321424262552,3.191772611073461,0.0,False,True,NM,7.110000000000002e-05,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-1524805,Si,Orthorhombic,Fmmm,69,4,0.6645676274999981,0.6645676274999981,False,60.25474153424655,3.095993362015338,0.0,False,True,NM,1e-07,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0
True,mp-109,Si,Orthorhombic,Fmmm,69,4,0.295619397499999,0.295619397499999,False,59.83270966734666,3.117831046882785,0.0,False,True,NM,0.0,,,,,,,-2.947,,,,,,,,,1.0,0.0,0.0,0.0
False,mp-1194828,Si17O37,Monoclinic,C2/m,12,108,0.171914459598765,-2.91909292074074,False,2018.092876926347,1.759911521415707,0.0905,False,False,FM,2.6811936,,,,,,,,,,,,,,,,0.3148148148148148,0.6851851851851852,0.0,0.0
False,mp-1199711,Si18O29,Monoclinic,P2/m,10,188,0.214746118067376,-2.814363742765957,False,3734.739956649381,1.724273723364541,0.092599999999999,True,False,NM,3.6956549,,,,,,,,,,,,,,,,0.3829787234042553,0.6170212765957447,0.0,0.0
True,mp-1063118,Si2O,Monoclinic,Cm,8,3,0.798463743611111,-0.8379519283333331,False,44.23543796551016,2.709180109069742,0.0,False,True,NM,0.0008014,,,,,,,,,,,,,,,,0.6666666666666666,0.3333333333333333,0.0,0.0
True,mp-1208867,Si2O,Cubic,Fd-3m,227,6,2.324260178611111,0.6878445066666661,False,204.82542827222937,1.17018448015028,0.0,False,True,NM,0.000120599999999,,,,,,,,,,,,,,,,0.6666666666666666,0.3333333333333333,0.0,0.0
False,mp-1179195,Si2O3,Monoclinic,C2/c,15,50,0.7801976755000001,-2.165350534,False,994.5232770922948,1.739295903080365,0.9888999999999992,False,False,FiM,4.0322568,,,,,,,,,,,,,,,,0.4,0.6,0.0,0.0
False,mp-862998,Si2O5,Orthorhombic,Ima2,46,14,0.5778986454761901,-2.227385363571429,False,193.8522878150404,2.332830694642392,3.0491,True,False,NM,0.0,,,,,,,,,,,,,,,,0.2857142857142857,0.7142857142857143,0.0,0.0
True,mp-32566,Si3O,Monoclinic,C2/c,15,16,0.450910605833333,-0.776401148124999,False,312.7142846215067,2.129468934348686,0.1592,False,False,NM,0.0003915,,,,,,,,,,,,,,,,0.75,0.25,0.0,0.0
True,mp-32881,Si3O,Monoclinic,C2/c,15,16,0.444897950833333,-0.7824138031250001,False,310.48217325699835,2.1447780638837752,0.1885,False,False,NM,0.000395799999999,,,,,,,,,,,,,,,,0.75,0.25,0.0,0.0
True,mp-1250755,Si3O7,Triclinic,P1,1,20,0.600260032500001,-2.345288176999999,False,352.79786438736227,1.8474296131355872,0.204999999999999,False,False,FM,2.0000001,,,,,,,,,,,,,,,,0.3,0.7,0.0,0.0
True,mp-638900,Si3O7,Triclinic,P1,1,20,0.918595490999999,-2.0269527185,False,671.6225726107249,0.970439721206294,0.1031,False,False,FM,6.0005781,,,,,,,,,,,,,,,,0.3,0.7,0.0,0.0
True,mp-1219421,Si3O8,Orthorhombic,P2_12_12_1,19,44,0.5728086027272721,-2.104962496818182,False,654.3232729544848,2.154606167137081,0.0706,False,False,FM,8.0017246,,,,,,,,,,,,,,,,0.2727272727272727,0.7272727272727273,0.0,0.0
True,mp-1221354,Si48O107,Orthorhombic,Imm2,44,155,0.185102965516128,-2.855462928161291,False,3697.1842249835704,1.3743744763688182,0.030199999999999,True,False,FiM,13.9999976,,,,,,,,,,,,,,,,0.3096774193548387,0.6903225806451613,0.0,0.0
True,mp-1179275,Si4O9,Tetragonal,I4_1/amd,141,52,0.248455191474358,-2.7726198951923093,False,848.625214974505,2.006336512224447,0.0,False,True,FM,8.0011592,,,,,,,,,,,,,,,,0.3076923076923077,0.6923076923076923,0.0,0.0
True,mp-1179651,Si5O8,Triclinic,P1,1,26,0.303362755128205,-2.7177123315384613,False,502.089367918681,1.775486230907172,3.4528,False,False,NM,0.0008565,,,,,,,,,,,,,,,,0.3846153846153846,0.6153846153846154,0.0,0.0
True,mp-1173536,Si6O13,Monoclinic,Pm,6,76,0.823657225526316,-2.276919837105263,False,1299.6540560279852,1.924209263159746,0.0835,False,False,FiM,2.0022322,,,,,,,,,,,,,,,,0.3157894736842105,0.6842105263157895,0.0,0.0
True,mp-530027,Si6O13,Hexagonal,P6/mcc,192,76,0.340507516578949,-2.76006954605263,False,1448.5654012914977,1.726402115694977,2.0846,False,False,FM,3.9671351,,,,,,,,,,,,,,,,0.3157894736842105,0.6842105263157895,0.0,0.0
True,mp-673849,Si6O13,Monoclinic,Pm,6,76,0.9178731502631592,-2.182703912368421,False,1281.6903906413418,1.951178218837088,0.0451,True,False,FM,12.0,,,,,,,,,,,,,,,,0.3157894736842105,0.6842105263157895,0.0,0.0
True,mp-731864,Si6O13,Monoclinic,C2/m,12,38,0.199692423421053,-2.900884639210526,False,945.3496773982312,1.32268854229413,0.008799999999999,False,False,FM,4.005089,,,,,,,,,,,,,,,,0.3157894736842105,0.6842105263157895,0.0,0.0
True,mp-32761,SiO,Hexagonal,P6_422,181,12,0.407474125416666,-2.0471493825,False,170.2302929034805,2.58019994380181,0.0,False,True,NM,0.000218999999999,,,,,,,,,,,,,,,,0.5,0.5,0.0,0.0
True,mp-10064,SiO2,Cubic,Fm-3m,225,3,1.27794353388889,-1.99488781,False,24.06255942874775,4.146372204259828,1.739599999999999,False,False,NM,3.96e-05,,,,,,,-8.2,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1021503,SiO2,Cubic,Pn-3m,224,6,0.39713604888889,-2.875695295,False,55.17771207397914,3.616399587026764,4.528499999999999,False,False,NM,0.0007363,,,,,,,2.474,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1071820,SiO2,Orthorhombic,Ibam,72,6,0.442451675555556,-2.8303796683333333,False,81.9566954924866,2.434757208771468,4.716,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-10851,SiO2,Hexagonal,P6_422,181,9,0.009073353333333,-3.263757990555557,False,122.89583673299464,2.435533950482232,5.5318000000000005,False,False,NM,0.0,,,,,,,,,,,,0.153285,4.521753753333923,2.169449583333922,2.35230417,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-10948,SiO2,Orthorhombic,Pbcn,60,12,0.259839110555557,-3.012992233333333,False,94.6397959302569,4.216929108859675,5.2394,True,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-11684,SiO2,Monoclinic,C2/c,15,24,0.013725869722224,-3.259105474166666,False,274.6752153163456,2.90589968123047,5.5458,False,False,NM,0.0,,,,,,,0.761,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1179447,SiO2,Tetragonal,I4_1/amd,141,24,0.023373383055556,-3.249457960833334,False,450.66383562966627,1.771117532682573,5.6304,True,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1179454,SiO2,Tetragonal,I4/mmm,139,12,0.018839073888889,-3.25399227,False,208.93271050213397,1.910133216362803,5.5301,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1179488,SiO2,Monoclinic,C2/m,12,84,1.100395276269842,-2.172436067619048,False,1416.845204234408,1.971722220504259,0.141899999999999,True,False,NM,0.021696399999999,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1179529,SiO2,Tetragonal,P4_12_12,92,36,0.172682724166666,-3.100148619722223,False,955.7862229154616,1.2526524260754242,5.447599999999999,True,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1188220,SiO2,Cubic,I-43m,217,18,0.016530015555556,-3.256301328333334,False,354.50614748027886,1.688641987528753,5.451799999999999,True,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1195265,SiO2,Orthorhombic,Pnma,62,288,0.017651827291667,-3.255179516597223,False,5515.666927461928,1.7365340535461962,5.7794,True,False,NM,0.0014918,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1199998,SiO2,Monoclinic,C2/m,12,114,0.026448057397661,-3.246383286491228,False,2504.259019772263,1.51396018465205,5.5867,True,False,NM,0.025126,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1200292,SiO2,Monoclinic,P2_1/c,14,288,0.015922946006945,-3.256908397881944,False,5639.84386030652,1.698299400621277,5.700699999999999,True,False,NM,6.2e-06,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1200685,SiO2,Orthorhombic,C222,21,48,0.106616179097223,-3.166215164791667,False,930.8185577021424,1.715003668599166,5.6843,True,False,NM,3.24e-05,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1201738,SiO2,Monoclinic,P2_1/c,14,96,0.05155290263889,-3.22127844125,False,1138.3944584555557,2.804576619997105,5.5295,True,False,NM,0.0001702,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1201887,SiO2,Hexagonal,P6/mcc,192,72,0.018133831250001,-3.254697512638888,False,1449.0212033247046,1.652519546570401,5.5322,True,False,NM,0.2358,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1203655,SiO2,Tetragonal,P4/mbm,127,144,0.030771927847222,-3.242059416041667,False,2879.7391027423755,1.663022778423727,5.4771,False,False,NM,0.045984899999999,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1204026,SiO2,Cubic,Ia-3d,230,144,0.311231427916668,-2.961599915972222,False,1880.9133606268977,2.546141584204552,4.1957,True,False,NM,0.043462799999999,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1204057,SiO2,Hexagonal,P6/mmm,191,216,0.022583456759258,-3.250247887129631,False,4596.0252079832,1.563004391966636,5.6518,True,False,NM,0.0007576,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1204070,SiO2,Triclinic,P-1,2,54,0.299474562962963,-2.973356780925927,False,625.7995292152056,2.869771887922255,4.4735,True,False,NM,0.0008627,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-1205213,SiO2,Orthorhombic,Pmmm,47,216,0.077389061481481,-3.195442282407409,False,4019.2529960822626,1.787299180387321,5.3103,True,False,NM,0.000278,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-12350,SiO2,Cubic,Fd-3m,227,24,0.139663453888891,-3.133167889999999,False,894.0721756823554,0.8927451746504801,6.220599999999999,False,False,NM,0.0001126,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1244945,SiO2,Triclinic,P1,1,90,0.12089077388889,-3.15194057,False,1437.576563204275,2.082094202127012,5.016999999999999,True,False,NM,1.3e-05,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1244965,SiO2,Triclinic,P1,1,102,0.183372667418302,-3.089458676470588,False,1643.3969532820545,2.064175140948997,1.5998,True,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1244968,SiO2,Triclinic,P1,1,102,0.252097646339869,-3.020733697549019,False,1686.757297142904,2.011112768518672,2.9151,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1245026,SiO2,Triclinic,P1,1,102,0.16427933006536,-3.108552013823529,False,1626.379605827913,2.085773287810811,1.9065,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1248957,SiO2,Monoclinic,C2/m,12,96,0.021579928680557,-3.251251415208333,False,1958.2377596671904,1.630401858383801,5.7415,True,False,NM,0.0001369,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1249090,SiO2,Hexagonal,P6_3/m,176,102,0.022897851143792,-3.249933492745097,False,2397.1639803644493,1.41511351140876,5.7956,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1249332,SiO2,Hexagonal,P6_3/mmc,194,108,0.018392712407408,-3.254438631481482,False,2290.8196527728965,1.567912073953922,5.689,False,False,NM,4.02e-05,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1249637,SiO2,Monoclinic,C2/m,12,168,0.0200612146627,-3.25277012922619,False,3652.8817645982786,1.529545904977355,5.6978,False,False,NM,0.0082125,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1249969,SiO2,Triclinic,P-1,2,60,0.023595856722224,-3.249235487166667,False,1239.613003990601,1.609733477424321,5.6645,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1250261,SiO2,Hexagonal,P-6m2,187,54,0.021404721666668,-3.251426622222222,False,1117.7374250720209,1.606729680990202,5.7371,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1250551,SiO2,Orthorhombic,Cmce,64,336,0.018172296686508,-3.254659047202381,False,6193.29610405414,1.804289751542909,5.6892,True,False,NM,0.0003861,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1250639,SiO2,Trigonal,R-3,148,360,0.014886152749999,-3.257945191138889,False,6978.668765898773,1.715610772064383,5.6677,True,False,NM,0.0040707,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1256499,SiO2,Cubic,Ia-3d,230,144,0.062148829722222,-3.210682514166667,False,2667.211628136479,1.7955349599027102,5.9289000000000005,True,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1256614,SiO2,Hexagonal,P6_3/mmc,194,108,0.020718086666667,-3.252113257222223,False,2182.4754734551343,1.645747609317816,5.7551,True,False,NM,0.0001267,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1257168,SiO2,Hexagonal,P6_122,178,180,0.028730030333335,-3.244101313555555,False,3789.280206941148,1.579809179526208,5.5917,False,False,NM,0.000207699999999,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1258196,SiO2,Monoclinic,P2,3,102,0.012352554771242,-3.260478789117646,False,1905.0061861454424,1.780707675569273,5.6745,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1265115,SiO2,Tetragonal,I4/m,87,24,0.13149961888889,-3.141331724999999,False,382.1220971469442,2.088805192343382,5.5062000000000015,False,False,NM,0.0004388,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1268079,SiO2,Monoclinic,P2_1/c,14,192,0.020523518524306,-3.252307825364583,False,3976.454661614391,1.605809573708311,5.6869,True,False,NM,0.0043092,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-12787,SiO2,Monoclinic,C2/c,15,18,0.002772185555556,-3.270059158333334,False,226.86213460666156,2.638756646234437,5.6273,False,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1353259,SiO2,Tetragonal,P4_32_12,96,36,0.170217465,-3.102613878888889,False,959.1858545861248,1.248212664125581,5.5258,True,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1365799,SiO2,Tetragonal,I4_1/amd,141,48,0.204473060138889,-3.06835828375,False,2791.3182624209176,0.571900833649414,5.793,True,False,NM,0.000927099999999,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
True,mp-1398433,SiO2,Triclinic,P1,1,12,4.667274877222223,1.394443533333332,False,196.24950237551352,2.033581259998318,0.0,False,True,FM,0.1304518,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-15078,SiO2,Orthorhombic,Immm,71,54,0.017580407592593,-3.255250936296297,False,1013.8285367706784,1.771405944181861,5.8634,True,False,NM,0.0,,,,,,,1.304,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-16964,SiO2,Orthorhombic,Cmc2_1,36,36,0.012128847222223,-3.2607024966666662,False,611.8792444208717,1.956706232252906,5.6779,False,False,NM,0.0,,,,,,,-7.17,,,,,0.112851587024586,3.535445393331544,1.5044869466648771,2.030958446666666,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-17279,SiO2,Monoclinic,C2/m,12,48,0.020339974513889,-3.252491369375001,False,949.9220559167986,1.6805139235541442,5.7151,True,False,NM,0.0,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.0,0.0
False,mp-17909,SiO2,Trigonal,R-3m,166,36,0.021387356666666,-3.251443987222224,False,791.7924070825253,1.512098272520732,5.8413,False,False,NM,0.0,,,,,,,,,,,,,2.889886729997641,1.111812423330974,1.778074306666666,0.3333333333333333,0.6666666666666666,0.0,0.0
